body,type,subType,distanceToArrival,isLandable,gravity,earthMasses,radius,surfaceTemperature,volcanismType,atmosphereType,terraformingState,orbitalPeriod,semiMajorAxis,orbitalEccentricity,orbitalInclination,argOfPeriapsis,rotationalPeriod,rotationalPeriodTidallyLocked,axialTilt
Taurus Dark Region BV-Y c11 15,Planet,Icy body,3886,,3.3193720178065,29.499006,19013.42,39,Water Geysers,Thick Helium,Not terraformable,11568.908888889,7.778161501546,0.005083,-12.910628,134.193512,1.1222391312269,,-2.091445,
Taurus Dark Region BV-Y c11 15 a,Planet,Icy body,3891,,0.67950779379939,1.398714,9150.646,37,Carbon Dioxide Geysers,Neon-rich,Not terraformable,409.13037037037,0.048829991268051,,-11.069323,47.118042,1.4476814778704,,-0.4929,
HIP 17837 A,Star,F (White) Star,0,,,,,5972,,,,831586.89185185,79.238595657258,0.149377,-5.308581,38.446201,3.6527061631944,,,
HIP 17837 A 1,Planet,Class III gas giant,964.103149,,4.6502310850686,672.335388,76690.264,357,No volcanism,No atmosphere,Not terraformable,941.17574074074,1.9326677204103,0.000319,-0.006336,327.712067,1.1547933846991,,-0.433925,
HIP 17837 A 1 a,Planet,Rocky body,964.372498,1,0.06682311167503,0.000542,574.4084375,276,No volcanism,No atmosphere,Not terraformable,5.7133311631944,0.0079054772268226,0.00122,-0.011974,327.805115,5.6057443576389,1,0.299531,
HIP 17837 A 1 b,Planet,Rocky body,962.606506,1,0.10316770060339,0.001963,879.777375,274,No volcanism,No atmosphere,Not terraformable,9.9801222511574,0.011466363845779,0.000105,0.002945,290.598572,9.8535431134259,1,-0.386238,
HIP 17837 A 1 c,Planet,Rocky body,971.760864,,0.093206376356722,0.001455,796.8805,509,No volcanism,Hot Water,Not terraformable,15.806828703704,0.015579911165139,0.002012,-0.007685,103.054047,15.662894965278,1,-0.089058,
HIP 17837 A 1 d,Planet,Rocky body,954.626953,,0.12444989308086,0.003406,1055.13875,542,No volcanism,Hot Water,Not terraformable,21.385237268519,0.019058023557818,0.00235,0.573037,310.360229,-21.229686053241,,-1.928599,
HIP 17837 A 1 e,Planet,Rocky body,953.780884,,0.10206074322007,0.001902,870.6836875,515,No volcanism,Hot Water,Not terraformable,37.00267650463,0.027467804860942,0.033053,0.010327,309.29895,36.820026041667,1,-0.379266,
HIP 17837 A 2,Planet,Class III gas giant,1406.557739,,5.9866194195151,872.116638,76980.544,355,No volcanism,No atmosphere,Not terraformable,176.12913194444,0.00012763771242634,0.081507,3.185138,262.172241,1.2090998444792,,-0.328875,
HIP 17837 A 2 a,Planet,Rocky body,1405.309692,,0.091073006786366,0.001359,779.111125,826,Minor Metallic Magma,Hot thick Water,Not terraformable,1.2345093677662,0.0031045017273765,0.000849,0.921296,347.322266,1.2345127134028,1,0.358056,
HIP 17837 A 2 b,Planet,Rocky body,1403.991943,1,0.06724106588572,0.000553,578.402,245,No volcanism,No atmosphere,Not terraformable,2.8792632378472,0.0054598826318722,0.001631,-3.879267,16.673355,2.879271556713,1,0.302212,
HIP 17837 A 2 c,Planet,Rocky body,1407.476929,1,0.070617740865408,0.00064,607.1801875,241,No volcanism,No atmosphere,Not terraformable,4.2757306134259,0.0071067206172474,1.9E-5,0.030466,169.355423,4.2757425491898,1,-0.204879,
HIP 17837 A 2 d,Planet,Rocky body,1402.50647,1,0.059811592914035,0.000391,515.67990625,238,No volcanism,No atmosphere,Not terraformable,6.6255852141204,0.0095165273231392,0.002489,9.219534,274.559387,6.6256040219907,1,-0.133878,
HIP 17837 A 3,Planet,High metal content world,1433.470215,,1.2275272766678,1.314545,6600.1935,250,Major Rocky Magma,Thin Carbon dioxide,Candidate for terraforming,176.12913194444,0.084679920140067,0.081507,3.185138,82.172264,176.26184027778,1,-0.262188,
HIP 17837 A 4,Planet,Gas giant with water-based life,1794.08606,,0.79580621288775,46.303959,48650.792,193,No volcanism,No atmosphere,Not terraformable,2401.5677777778,3.6088878018502,0.005586,1.302585,189.416306,0.94576334635417,,0.465177,
HIP 17837 A 4 a,Planet,Rocky body,1793.635254,,0.080589615116307,0.00094,688.825,194,Major Rocky Magma,Sulphur dioxide,Not terraformable,1.6590310329861,0.001420995198697,1.8E-5,0.000845,7.986455,-1.6591087962963,,2.77597,
HIP 17837 A 4 b,Planet,Rocky body,1793.773682,1,0.084648519252511,0.001095,725.40725,194,No volcanism,No atmosphere,Not terraformable,3.6089521846065,0.0023856698917574,3.7E-5,-0.008347,289.131195,3.60912109375,1,-0.479719,
HIP 17837 A 4 c,Planet,Rocky body,1791.291992,1,0.095669492521189,0.001572,817.5683125,194,No volcanism,No atmosphere,Not terraformable,15.794681712963,0.0063830786596884,0.003719,0.013753,58.295563,15.795421006944,1,0.021848,
HIP 17837 A 5,Planet,High metal content world,2474.077881,,2.0168482511632,4.14618,9144.753,541,Major Silicate Vapour Geysers,Hot thick Methane-rich,Not terraformable,3867.8040740741,4.9585313454064,0.000471,-0.013369,228.748871,1.9069129774306,,-0.25522,
HIP 17837 B,Star,K (Yellow-Orange) Star,89657.078125,,,,,4603,,,,831586.89185185,129.42951242624,0.149377,-5.308581,218.446182,2.0789290364583,,,
HIP 17837 B 1,Planet,High metal content world,89659.3125,,1.7794002434486,3.138167,8470.045,1340,Major Silicate Vapour Geysers,Hot Sulphur dioxide,Not terraformable,1.276838378912,0.020111069562169,7.0E-6,9.6E-5,165.098221,1.2782076461227,1,0.125575,
HIP 17837 B 2,Planet,Gas giant with water-based life,89835.234375,,2.147735378598,261.964264,70439.32,165,No volcanism,No atmosphere,Not terraformable,411.05703703704,0.029373861509113,0.129658,-4.31035,242.42807,2.2019507740162,,-0.470192,
HIP 17837 B 2 a,Planet,Icy body,89834.59375,1,0.034750040210335,0.000286,578.61525,128,Major Water Geysers,No atmosphere,Not terraformable,1.7194010416667,0.0025930225756883,0.000841,-0.110141,177.521973,1.7194254557292,1,0.308892,
HIP 17837 B 2 b,Planet,Icy body,89836.960938,1,0.038028484240972,0.000374,632.5076875,127,Minor Carbon Dioxide Geysers,No atmosphere,Not terraformable,3.0422728587963,0.0037933275744145,1.5E-5,-0.005626,25.874023,3.0423158998843,1,-0.086214,
HIP 17837 B 2 c,Planet,Icy body,89837.695313,1,0.047016611473833,0.000699,777.67375,126,No volcanism,No atmosphere,Not terraformable,5.3082873987269,0.0054978279847936,0.000786,0.044945,127.208046,-5.308363353588,,2.063057,
HIP 17837 B 2 d,Planet,Icy body,89833.054688,1,0.059552273389053,0.001413,982.440875,124,No volcanism,No atmosphere,Not terraformable,12.30869212963,0.0096315484255084,5.0E-5,0.249233,97.67157,-12.3088671875,,3.136189,
HIP 17837 B 2 e,Planet,Icy body,89840.453125,1,0.045223032481291,0.000628,751.5960625,124,Major Water Geysers,No atmosphere,Not terraformable,1.2824376989352,1.6838887734249E-5,0.120763,-6.675626,306.586334,2.4792798755787,,-0.193376,
HIP 17837 B 2 f,Planet,Icy body,89840.4375,1,0.043786126218204,0.00057,727.7021875,124,Major Water Geysers,No atmosphere,Not terraformable,1.2824376989352,1.85620289046E-5,0.120763,-6.675626,126.586349,1.7710499855324,1,0.348643,
HIP 17837 B 3,Planet,Class I gas giant,89792.789063,,0.81992034428948,54.980324,52227.872,139,No volcanism,No atmosphere,Not terraformable,256.82240740741,0.02177969480952,0.024151,-3.127134,13.698191,396.78425925926,1,0.478369,
HIP 17837 B 3 a,Planet,Icy body,89792.59375,1,0.040276503813902,0.000456,678.6425,123,Major Water Geysers,No atmosphere,Not terraformable,0.89884060329861,0.0010000007573637,3.0E-6,0.062883,38.240597,-0.89885950159722,,-2.684927,
HIP 17837 B 3 b,Planet,Icy body,89792.890625,1,0.041766875689014,0.000515,708.2264375,123,Major Water Geysers,No atmosphere,Not terraformable,2.2577358217593,0.0018478239476707,2.0E-6,-0.068585,206.280945,2.257783203125,1,-0.077179,
HIP 17837 B 3 c,Planet,Icy body,89793.09375,1,0.031495039711423,0.000223,536.6805625,122,Minor Ammonia Magma,No atmosphere,Not terraformable,4.4886335358796,0.0029216037230669,0.004388,3.37396,134.457123,4.4887275752315,1,-0.341102,
HIP 17837 B 4,Planet,Class I gas giant,89806.109375,,0.69669973336954,39.639568,48108.98,138,No volcanism,No atmosphere,Not terraformable,256.82240740741,0.030207307382484,0.024151,-3.127134,193.698181,336.91810185185,1,-0.105499,
HIP 17837 B 4 a,Planet,Icy body,89806.375,1,0.051793237430315,0.000973,874.187125,122,Major Water Geysers,No atmosphere,Not terraformable,1.058553331169,0.0010000007573637,0.000189,-0.124805,86.650963,-1.0585978190162,,-2.886796,
HIP 17837 B 4 b,Planet,Icy body,89806.171875,1,0.059835628558726,0.001497,1008.8241875,122,Water Geysers,No atmosphere,Not terraformable,2.3516626880787,0.0017025840194663,0.00283,-0.058626,11.030616,2.3517610677083,1,-0.056523,
HIP 17837 B 5,Planet,Gas giant with ammonia-based life,89091.546875,,1.1435052433086,74.340157,51425.34,120,No volcanism,No atmosphere,Not terraformable,2687.027037037,3.3026253036902,0.000594,-0.131891,69.265831,2.227447193287,,3.078213,
HIP 17837 B 5 a,Planet,Icy body,89090.09375,1,0.040881694315921,0.000483,693.256,104,No volcanism,No atmosphere,Not terraformable,5.5732396556713,0.0037321138689175,0.001446,-0.074509,169.254501,5.5733402054398,1,-0.355523,
HIP 17837 B 5 b,Planet,Icy body,89093.296875,1,0.036669995401506,0.00035,623.1076875,103,No volcanism,No atmosphere,Not terraformable,25.470711805556,0.010278044900007,0.000135,0.355532,211.690048,25.471177662037,1,-1.362868,
HIP 17837 B 5 c,Planet,Icy body,89095.929688,1,0.027729151219575,0.000153,473.763875,103,No volcanism,No atmosphere,Not terraformable,43.072581018519,0.014588713313819,0.000774,-1.923476,85.436485,43.073359375,1,0.256835,
HIP 17837 B 5 d,Planet,Icy body,89092.617188,1,0.042134016003827,0.00053,715.3293125,103,No volcanism,No atmosphere,Not terraformable,56.868373842593,0.017557537602038,0.001993,0.11396,259.009705,56.869403935185,1,0.273016,
HIP 17837 B 5 e,Planet,Icy body,89079.15625,1,0.03429925016507,0.000288,584.438,103,No volcanism,No atmosphere,Not terraformable,97.879097222222,0.02521600981584,0.002591,-0.228833,298.136292,0.63531674986111,,-0.144564,
HIP 17837 B 6,Planet,Icy body,90446.75,,1.4981236222666,6.463521,13247.846,552,Major Water Geysers,Hot thick Methane-rich,Not terraformable,4305.2125925926,4.5221083807311,0.002088,1.151617,218.820358,1.589921875,,0.283671,
Hind Sector GR-W d1-13,Star,G (White-Yellow) Star,0,,,,,5545,,,,,,,,,3.507193287037,,,
Hind Sector GR-W d1-13 1,Planet,High metal content world,30.363159,1,0.55826060449454,0.171553,3535.61675,943,No volcanism,No atmosphere,Not terraformable,5.7137669994213,0.060846952897171,9.0E-6,-0.0064,123.762115,5.7213360821759,1,0.111127,
Hind Sector GR-W d1-13 2,Planet,High metal content world,53.970253,1,0.54035046915697,0.156998,3437.9045,707,No volcanism,No atmosphere,Not terraformable,13.54119212963,0.10815877410747,3.3E-5,0.000374,333.907532,13.559131944444,1,0.118816,
Hind Sector GR-W d1-13 3,Planet,High metal content world,97.753166,1,1.6394025047273,2.601763,8034.8095,525,Metallic Magma,No atmosphere,Not terraformable,33.011090856481,0.19591323640411,8.7E-5,-0.000615,348.480652,33.054820601852,1,0.370476,
Hind Sector GR-W d1-13 4,Planet,High metal content world,166.084381,,1.8266488557897,3.325108,8605.178,447,Major Silicate Vapour Geysers,Sulphur dioxide,Not terraformable,73.094837962963,0.33282423151495,0.000682,0.171157,71.206741,73.191666666667,1,0.043002,
Hind Sector GR-W d1-13 5,Planet,High metal content world,293.949097,,1.6015443074876,2.465614,7913.6635,1025,Metallic Magma,Hot thick Carbon dioxide,Not terraformable,172.39513888889,0.58971268959378,0.001089,-0.011763,40.138073,2.1179204644097,,-0.324994,
Hind Sector GR-W d1-13 6,Planet,High metal content world,510.492157,,2.4231005121742,6.036585,10066.87,1636,Major Silicate Vapour Geysers,Hot thick Water,Not terraformable,393.9775,1.0231472840342,0.000686,-0.20965,241.041779,1.7732996961806,,-2.687354,
Hind Sector GR-W d1-13 6 a,Planet,Rocky body,509.161224,,0.70097264196511,0.41418,4902.6235,249,No volcanism,Nitrogen,Candidate for terraforming,23.8448046875,0.0043544808021121,,45.062855,350.510132,24.649253472222,1,0.145373,
Hind Sector GR-W d1-13 7,Planet,High metal content world,869.445679,,1.8495753557425,3.419245,8671.887,1177,Major Silicate Vapour Geysers,Hot thick Water,Not terraformable,875.43101851852,1.7422284990317,0.000114,-0.814985,252.514496,0.7540924750463,,0.331462,
Hind Sector GR-W d1-13 8,Planet,Class II gas giant,1578.203979,,2.4158085831379,307.057556,71905.672,166,No volcanism,No atmosphere,Not terraformable,2158.5933333333,3.1798335803452,0.009167,-0.196039,294.247253,0.67399441189815,,-0.374281,
Hind Sector GR-W d1-13 8 a,Planet,Rocky body,1577.209717,,0.1306723443982,0.003916,1104.11425,273,Minor Metallic Magma,Carbon dioxide,Not terraformable,1.0623607494213,0.00198339272218,2.0E-5,0.000663,139.581009,-1.0624246781019,,-2.853418,
Hind Sector GR-W d1-13 8 b,Planet,Rocky body,1577.897217,,0.091549437239782,0.00138,783.062125,247,Major Rocky Magma,Sulphur dioxide,Not terraformable,1.8963049768519,0.0029185433586522,3.1E-5,-0.124866,85.703438,1.8964189091435,1,-0.371517,
Hind Sector GR-W d1-13 8 c,Planet,Rocky body,1576.65979,,0.12131083411883,0.003161,1029.548875,262,Metallic Magma,Carbon dioxide,Not terraformable,0.59812527127315,1.219066649456E-5,0.159473,-4.887702,154.895218,1.0002451352778,1,-0.354308,
Hind Sector GR-W d1-13 8 d,Planet,Rocky body,1576.665161,,0.099400734018999,0.001759,848.4429375,250,Major Silicate Vapour Geysers,Carbon dioxide,Not terraformable,0.59812527127315,2.1901613536803E-5,0.159473,-4.887702,334.895203,0.74624633789352,1,0.4042,
Hind Sector GR-W d1-13 8 e,Planet,Rocky body,1578.120728,,0.15014890301804,0.005907,1265.04775,265,Minor Water Magma,Carbon dioxide,Not terraformable,3.5353779658565,0.0044209737271347,5.9E-5,0.031433,10.705198,3.5355906394676,1,-0.367394,
Hind Sector GR-W d1-13 8 f,Planet,Rocky body,1579.781006,,0.13767503602163,0.004583,1163.675375,167,No volcanism,Thin Carbon dioxide,Not terraformable,9.6008420138889,0.0086053177760905,0.007638,0.032412,169.488358,9.6014192708333,1,0.335078,
Hind Sector GR-W d1-13 8 g,Planet,Rocky body,1582.168457,,0.14433459252496,0.005262,1217.7965,166,No volcanism,Thin Carbon dioxide,Not terraformable,26.273041087963,0.016835821233383,0.005962,0.029641,337.805969,26.274620949074,1,-0.183867,
Hind Sector GR-W d1-13 8 h,Planet,Rocky body,1568.069336,1,0.13066947485269,0.003933,1106.520375,133,No volcanism,No atmosphere,Not terraformable,57.829143518519,0.028487775742118,0.036955,0.426148,324.296906,0.76059208622685,,0.251395,
Hind Sector GR-W d1-13 9,Planet,Class I gas giant,2058.167969,,1.6511559256902,155.205704,61836.416,128,No volcanism,No atmosphere,Not terraformable,3190.2407407407,4.1257807888839,0.000339,-0.510408,59.501175,2.2593165870949,,3.013387,
Hind Sector GR-W d1-13 9 a,Planet,Icy body,2057.662354,1,0.042065537281985,0.000533,717.934625,106,Major Water Geysers,No atmosphere,Not terraformable,0.9566249819213,0.0014735545564152,0.000142,-0.002833,332.628571,0.85763355396991,1,0.465708,
Hind Sector GR-W d1-13 9 b,Planet,Icy body,2058.475342,1,0.037925552097614,0.000392,648.42775,105,Major Water Geysers,No atmosphere,Not terraformable,2.0595037615741,0.0024568582846815,0.00074,-0.038518,140.4646,1.9315031828704,1,-0.269396,
Hind Sector GR-W d1-13 9 c,Planet,Icy body,2056.059326,1,0.043228822675316,0.000578,737.4995,104,No volcanism,No atmosphere,Not terraformable,4.8588161892361,0.0043540363038068,0.001078,0.159391,92.080307,4.6897182436343,1,-0.478469,
Hind Sector GR-W d1-13 9 d,Planet,Icy body,2055.644287,1,0.040030836876929,0.00046,683.7008125,103,No volcanism,No atmosphere,Not terraformable,11.216804832176,0.0076053266445322,1.2E-5,0.017469,195.82782,10.997905092593,1,-0.01099,
Hind Sector GR-W d1-13 9 e,Planet,Icy body,2058.738525,1,0.088852496798192,0.004845,1489.349375,103,No volcanism,No atmosphere,Not terraformable,24.101798321759,0.012664015972521,0.003289,0.59958,43.455601,23.827866030093,1,-0.191851,
Hind Sector GR-W d1-13 9 f,Planet,Icy body,2050.918457,,0.24355134918085,0.092887,3938.82525,102,No volcanism,Thin Argon,Not terraformable,116.00570601852,0.036101449029515,,4.669824,89.485184,0.61317473234954,,0.07632,
Hind Sector GR-W d1-13 10,Planet,Gas giant with ammonia-based life,2584.173096,,1.5083513494574,144.669968,62462.944,115,No volcanism,No atmosphere,Not terraformable,400.96384259259,0.045963630042496,0.004062,5.803244,15.272842,1.0454788773148,,-0.20122,
Hind Sector GR-W d1-13 10 a,Planet,Icy body,2584.533691,1,0.039195925004919,0.000428,666.4781875,93,Water Geysers,No atmosphere,Not terraformable,2.535646520544,0.0027562959156477,0.00052,-0.003589,106.7883,2.5356805193866,1,-0.143142,
Hind Sector GR-W d1-13 10 b,Planet,Icy body,2583.237061,1,0.045821776002735,0.000681,777.538875,93,Water Magma,No atmosphere,Not terraformable,3.955318287037,0.0037072703067558,0.003779,-0.347262,172.306641,3.9553707320602,1,-0.394312,
Hind Sector GR-W d1-13 10 c,Planet,Icy body,2585.809814,1,0.034848262964375,0.000301,592.7576875,92,No volcanism,No atmosphere,Not terraformable,6.6523285590278,0.0052430312031173,0.000897,-0.045791,135.655121,6.6524168113426,1,0.425516,
Hind Sector GR-W d1-13 10 d,Planet,Icy body,2586.926758,1,0.056265335349613,0.00123,943.0106875,92,No volcanism,No atmosphere,Not terraformable,14.574231770833,0.0088441695179823,0.000306,-0.176679,3.550978,14.574422743056,1,0.01641,
Hind Sector GR-W d1-13 10 e,Planet,Icy body,2590.209229,1,0.044696262234748,0.000631,757.8156875,92,No volcanism,No atmosphere,Not terraformable,25.914658564815,0.012980666468804,0.004282,-0.119383,186.285858,25.914997106481,1,-0.13783,
Hind Sector GR-W d1-13 11,Planet,Class I gas giant,2607.254883,,1.3910071524025,124.934097,60444.992,112,No volcanism,No atmosphere,Not terraformable,400.96384259259,0.053223267060846,0.004062,5.803244,195.272842,1.5533610026042,,0.146732,
Hind Sector GR-W d1-13 11 a,Planet,Icy body,2607.232666,1,0.045557635535318,0.000669,772.88875,94,Major Water Geysers,No atmosphere,Not terraformable,0.81744891131944,0.0012340838752326,4.4E-5,0.037782,256.847656,0.81746943721065,1,0.070997,
Hind Sector GR-W d1-13 11 b,Planet,Icy body,2607.035889,1,0.049417379818139,0.000851,836.969125,94,Major Water Geysers,No atmosphere,Not terraformable,1.0390315755208,0.0014480719477246,0.00012,0.046578,292.025177,1.0390577980324,1,0.145328,
Hind Sector GR-W d1-13 11 c,Planet,Icy body,2608.30835,1,0.04712616203881,0.000739,798.6853125,93,Major Water Geysers,No atmosphere,Not terraformable,1.8410608362269,0.002120392960914,4.3E-5,-0.074151,281.521637,1.8411069516782,1,0.059741,
Hind Sector GR-W d1-13 11 d,Planet,Icy body,2607.943359,1,0.051235494515122,0.000947,867.1096875,93,Minor Carbon Dioxide Geysers,No atmosphere,Not terraformable,3.1293684895833,0.00302001261038,0.000282,-0.769167,96.747581,3.1294466145833,1,0.078267,
Hind Sector GR-W d1-13 11 e,Planet,Icy body,2608.713379,1,0.049793103244349,0.000871,843.5464375,92,Minor Ammonia Magma,No atmosphere,Not terraformable,4.4577900752315,0.0038234084303715,0.008301,0.075213,218.400284,4.4579014756944,1,-0.300522,
Hind Sector GR-W d1-13 11 f,Planet,Icy body,2605.702881,1,0.059038347028541,0.001437,995.0520625,92,No volcanism,No atmosphere,Not terraformable,6.4276822916667,0.0048798581195314,0.004665,0.158352,346.515991,6.4278436053241,1,-0.447949,
